Title	First Author First Name	First Author Surname	Corresponding Author First Name	Corresponding Author Surname	Corresponding Author Order	Publication Name	Alternate Name	Abstract	Url	Author Address	Year	DOI	Reference Type	PDF Relative Path	Keywords
Real-time kinematic, temporospatial, and kinetic biofeedback during gait retraining in patients: a systematic review		Tate, J. J. and Milner, C. E.				physical therapy	physical therapy	Background Biofeedback has been used in rehabilitation settings for gait retraining. PURPOSE: /b> The purpose of this review was to summarize and synthesize the findings of studies involving real-time kinematic, temporospatial, and kinetic biofeedback. The goal was to provide a general overview of the effectiveness of these forms of biofeedback in treating gait abnormalities. Data Sources Articles were identified through searches of the following databases: MEDLINE, CINAHL (Cumulative Index to Nursing and Allied Health Literature), and Cochrane Central Register for Controlled Trials. All searches were limited to the English language and encompassed the period from 1965 to November 2007. Study Selection Titles and abstracts were screened to identify studies that met the following requirements: the study included the use of kinematic, temporospatial, or kinetic biofeedback during gait training, and the population of interest showed abnormal movement patterns as a result of a pathology or injury. Data Extraction All articles that met the inclusion criteria were assessed by use of the Methodological Index for Nonrandomized Studies. Data Synthesis Seven articles met the inclusion criteria and were included in the review. Effect sizes were calculated for the primary outcome variables for all studies that provided enough data. Effect sizes generally suggested moderate to large treatment effects for all methods of biofeedback during practice. Limitations Several of the studies lacked adequate randomization; therefore, readers should exercise caution when interpreting authors' conclusions. CONCLUSIONS:/b> Each biofeedback method appeared to result in moderate to large treatment effects immediately after treatment. However, it is unknown whether the effects were maintained. Future studies should ensure adequate randomization of participants and implementation of motor learning concepts and should include retention testing to assess the long-term success of biofeedback and outcome measures capable of demonstrating coordinative changes in gait and improvement in function.			2010				802
Long-term health-related and economic consequences of short-term outcomes in evaluation of perinatal interventions		Teune, M. J., van Wassenaer, A. G., Mol, B. W. and Opmeer, B. C.				bmc pregnancy and childbirth	bmc pregnancy and childbirth	BACKGROUND: Many perinatal interventions are performed to improve long-term neonatal outcome. To evaluate the long-term effect of a perinatal intervention follow-up of the child after discharge from the hospital is necessary because serious sequelae from perinatal complications frequently manifest themselves only after several years. However, long-term follow-up is time-consuming, is not in the awareness of obstetricians, is expensive and falls outside the funding-period of most obstetric studies. Consequently, short-term outcomes are often reported instead of the primary long-term end-point. With this project, we will assess the current state of affairs concerning follow-up after obstetric RCTs and we will develop multivariable prediction models for different long-term health outcomes. Furthermore, we would like to encourage other researchers participating in follow-up studies after large obstetric trials (> 350 women) to inform us about their studies so that we can include their follow-up study in our systematic review. We would invite these researchers also to join our effort and to collaborate with us on the external validation of our prediction models. METHODS/DESIGN: A systematic review of neonatal follow-up after obstetric studies will be performed. All reviews of the Cochrane Pregnancy and Childbirth group will be assessed for reviews on interventions that aimed to improve neonatal outcome. Reviews on interventions primary looking at other aspects than neonatal outcome such as labour progress will also be included when these interventions can change the outcome of the neonate on the short or long-term. Our review will be limited to RCTs with more than 350 women. Information that will be extracted from these RCTs will address whether, how and for how long follow-up has been performed. However, in many cases long-term follow-up of the infants will not be feasible. An alternative solution to limited follow-up could be to develop prediction models to estimate long-term health outcomes of the newborn based on specific perinatal outcomes and other covariates. For the development of multivariable prediction models for several health outcomes, we will use data available from a Dutch cohort study of preterm (< 32 weeks) and/or small for gestational age infants (< 1500 g). These infants were born in The Netherlands in 1983 and followed until they reached the age of 19. DISCUSSION: The systematic review will provide insight in the extent and methods used for follow-up assessments after obstetric RCTs in the past. The prediction models can be used by future studies to extrapolate short-term outcomes to a long-term horizon or to indicate for which neonates long-term follow-up is required, as their outcomes (either absence or presence of sequelae) cannot be adequately predicted from short-term outcomes and clinical background characteristics.			2010				810
Interventions to Improve Parental Communication About Sex: A Systematic Review		Akers, A. Y., Holland, C. L. and Bost, J.				pediatrics	pediatrics	CONTEXT: The relative effectiveness of interventions to improve parental communication with adolescents about sex is not known. OBJECTIVE: To compare the effectiveness and mÃ©thodologie quality of interventions for improving parental communication with adolescents about sex. METHODS: We searched 6 databases: OVID/Medline, Psychlnfo, ERIC, Cochrane Review, Communication and Mass Media, and the Cumulative Index to Nursing and Allied Health Literature. We included studies published between 1980 and July 2010 in peer-reviewed English-language journals that targeted US parents of adolescents aged 11 to 18 years, used an experimental or quasi-experimental design, included a control group, and had a pretest/posttest design. We abstracted data on multiple communication outcomes defined by the integrative conceptual model (communication frequency, content, skills, intentions, self- efficacy, perceived environmental barriers/facilitators, perceived social norms, attitudes, outcome expectations, knowledge, and beliefs). Methodologie quality was assessed using the 11-item mÃ©thodologie quality score. RESULTS: Twelve studies met inclusion criteria. Compared with controls, parents who participated in these interventions experienced improvements in multiple communication domains including the frequency, quality, intentions, comfort, and self-efficacy for communicating. We noted no effects on parental attitudes toward communicating or the outcomes they expected to occur as a result of communicating. Four studies were of high quality, 7 were of medium quality, and 1 was of lower quality. CONCLUSIONS: Our review was limited by the lack of standardized measures for assessing parental communication. Still, interventions for improving parent-adolescent sex communication are well designed and have some targeted effects. Wider dissemination could augment efforts by schools, clinicians, and health educators. Pediatrics 2011; 127:494-510			2011				1637
Improving the transition between paediatric and adult healthcare: a systematic review		Crowley, R., Wolfe, I., Lock, K. and McKee, M.				archives of disease in childhood	archives of disease in childhood	Introduction The transition between paediatric and adult care for young people with chronic illness or disability is often poorly managed, with adverse consequences for health. Although many agree that adolescent services need to be improved, there is little empirical data on which policies can be based. Objectives To systematically review the evidence of effectiveness of transitional care programmes in young people aged 11-25 with chronic illness (physical or mental) or disability, and identify their successful components. Design A systematic literature review in July 2010 of studies which consistently evaluated health outcomes following transition programmes, either by comparison with a control group or by measurement pre-intervention and post-intervention. Results 10 studies met the inclusion criteria, six of which showed statistically significant improvements in outcomes. Descriptive analysis identified three broad categories of intervention, directed at: the patient (educational programmes, skills training); staffing (named transition co-ordinators, joint clinics run by paediatric and adult physicians); and service delivery (separate young adult clinics, out of hours phone support, enhanced follow-up). The conditions involved varied (eg, cystic fibrosis, diabetes mellitus), and outcome measures varied accordingly. All six interventions that resulted in significant improvements were in studies of patients with diabetes mellitus, with glycosylated haemoglobin level, acute and chronic complications, and rates of follow-up and screening used as outcome measures. Conclusions The most commonly used strategies in successful programmes were patient education and specific transition clinics (either jointly staffed by paediatric and adult physicians or dedicated young adult clinics within adult services). It is not clear how generalisable these successful studies in diabetes mellitus will be to other conditions.			2011				1246
Inhaled nitric oxide in preterm infants: a systematic review		Donohue, P. K., Gilmore, M. M., Cristofalo, E., Wilson, R. F., Weiner, J. Z., Lau, B. D., Robinson, K. A. and Allen, M. C.				pediatrics	pediatrics	CONTEXT: Studies of the efficacy of inhaled nitric oxide (iNO) to prevent or treat respiratory failure in preterm infants have had variable and contradictory findings. OBJECTIVES: To systematically review the evidence on the use of iNO in infants born at ? 34 weeks' gestation who receive respiratory support. METHODS: Medline, Embase, the Cochrane Central Register of Controlled Studies, PsycInfo, ClinicalTrials.gov, and proceedings of the 2009 and 2010 Pediatric Academic Societies meetings were searched in June 2010. Additional studies from reference lists of eligible articles, relevant reviews, and technical experts were considered. Two investigators independently screened search results and abstracted data from eligible articles. We focus here on mortality, bronchopulmonary dysplasia (BPD), the composite outcome of death or BPD, and neurodevelopmental impairment. RESULTS: Fourteen randomized controlled trials, 7 follow-up studies, and 1 observational study were eligible for inclusion. Mortality rates in the NICU did not differ for infants treated with iNO compared with controls (risk ratio [RR]: 0.97 [95% confidence interval (CI): 0.82-1.15]). BPD at 36 weeks for iNO and control groups also did not differ for survivors (RR: 0.93 [95% CI: 0.86-1.003]). A small difference was found in favor of iNO in the composite outcome of death or BPD (RR: 0.93 [95% CI: 0.87-0.99]). There was no evidence to suggest a difference in the incidence of cerebral palsy (RR: 1.36 [95% CI: 0.88-2.10]), neurodevelopmental impairment (RR: 0.91 [95% CI: 0.77-1.12]), or cognitive impairment (RR: 0.72 [95% CI: 0.35-1.45]). CONCLUSIONS: There was a 7% reduction in the risk of the composite outcome of death or BPD at 36 weeks for infants treated with iNO compared with controls but no reduction in death alone or BPD. There is currently no evidence to support the use of iNO in preterm infants with respiratory failure outside the context of rigorously conducted randomized clinical trials.			2011				1613
Dendritic cell based tumor vaccination in prostate and renal cell cancer: a systematic review and meta-analysis		Draube, A., Klein-González, N., Mattheus, S., Brillant, C., Hellmich, M., Engert, A. and von Bergwelt-Baildon, M.				plos one	plos one	BACKGROUND: More than 200 clinical trials have been performed using dendritic cells (DC) as cellular adjuvants in cancer. Yet the key question whether there is a link between immune and clinical response remains unanswered. Prostate and renal cell cancer (RCC) have been extensively studied for DC-based immunotherapeutic interventions and were therefore chosen to address the above question by means of a systematic review and meta-analysis. METHODOLOGY/PRINCIPAL FINDINGS: Data was obtained after a systematic literature search from clinical trials that enrolled at least 6 patients. Individual patient data meta-analysis was performed by means of conditional logistic regression grouped by study. Twenty nine trials involving a total of 906 patients were identified in prostate cancer (17) and RCC (12). Objective response rates were 7.7% in prostate cancer and 12.7% in RCC. The combined percentages of objective responses and stable diseases (SD) amounted to a clinical benefit rate (CBR) of 54% in prostate cancer and 48% in RCC. Meta-analysis of individual patient data (n?=?403) revealed the cellular immune response to have a significant influence on CBR, both in prostate cancer (OR 10.6, 95% CI 2.5-44.1) and in RCC (OR 8.4, 95% CI 1.3-53.0). Furthermore, DC dose was found to have a significant influence on CBR in both entities. Finally, for the larger cohort of prostate cancer patients, an influence of DC maturity and DC subtype (density enriched versus monocyte derived DC) as well as access to draining lymph nodes on clinical outcome could be demonstrated. CONCLUSIONS/SIGNIFICANCE: As a 'proof of principle' a statistically significant effect of DC-mediated cellular immune response and of DC dose on CBR could be demonstrated. Further findings concerning vaccine composition, quality control, and the effect of DC maturation status are relevant for the immunological development of DC-based vaccines.			2011				1222
Vitamin A and retinoid derivatives for lung cancer: a systematic review and meta analysis		Fritz, H., Kennedy, D., Fergusson, D., Fernandes, R., Doucette, S., Cooley, K., Seely, A., Sagar, S., Wong, R. and Seely, D.				plos one	plos one	BACKGROUND: Despite reported antiproliferative activity of vitamin A and its common use for cancer, there is no comprehensive synthesis of its safety and efficacy in lung cancers. To address this issue we conducted a systematic review of the safety and efficacy of vitamin A for the treatment and prevention of lung cancers. METHODS AND FINDINGS: Two independent reviewers searched six electronic databases from inception to July 2009 for clinical, observational, and preclinical evidence pertaining to the safety and efficacy of vitamin A and related retinoids for lung cancers. 248 studies were included for full review and analysis. Five RCTs assessed treatment of lung cancers, three assessed primary prevention, and three looked at secondary prevention of lung cancers. Five surrogate studies, 26 phase I/II, 32 observational, and 67 preclinical studies were also included. 107 studies were included for interactions between vitamin A and chemo- or radiation-therapy. Although some studies demonstrated benefits, there was insufficient evidence overall to support the use of vitamin A or related retinoids for the treatment or prevention of lung cancers. Retinyl palmitate combined with beta carotene increased risk of lung cancer in smokers in the large CARET trial. Pooling of three studies pertaining to treatment and three studies on secondary prevention revealed no significant effects on response rate, second primary tumor, recurrence, 5-year survival, and mortality. There was a small improvement in event free survival associated with vitamin A compared to controls, RR 1.24 (95% CI 1.13-1.35). The synthetic rexinoid bexarotene increased survival significantly among a subset of patients in two RCTs (p<0.014, <0.087). CONCLUSIONS: There is a lack of evidence to support the use of naturally occurring retinoids for the treatment and prevention of lung cancers. The rexinoid bexarotene may hold promise for use among a subset of patients, and deserves further study.			2011				1233
The effectiveness of antenatal care programmes to reduce infant mortality and preterm birth in socially disadvantaged and vulnerable women in high-income countries: a systematic review		Hollowell, J., Oakley, L., Kurinczuk, J. J., Brocklehurst, P. and Gray, R.				bmc pregnancy and childbirth	bmc pregnancy and childbirth	BACKGROUND: Infant mortality has shown a steady decline in recent years but a marked socioeconomic gradient persists. Antenatal care is generally thought to be an effective method of improving pregnancy outcomes, but the effectiveness of specific antenatal care programmes as a means of reducing infant mortality in socioeconomically disadvantaged and vulnerable groups of women has not been rigorously evaluated. METHODS: We conducted a systematic review, focusing on evidence from high income countries, to evaluate the effectiveness of alternative models of organising or delivering antenatal care to disadvantaged and vulnerable groups of women vs. standard antenatal care. We searched Medline, Embase, Cinahl, PsychINFO, HMIC, CENTRAL, DARE, MIDIRS and a number of online resources to identify relevant randomised and observational studies. We assessed effects on infant mortality and its major medical causes (preterm birth, congenital anomalies and sudden infant death syndrome (SIDS)) RESULTS: We identified 36 distinct eligible studies covering a wide range of interventions, including group antenatal care, clinic-based augmented care, teenage clinics, prenatal substance abuse programmes, home visiting programmes, maternal care coordination and nutritional programmes. Fifteen studies had adequate internal validity: of these, only one was considered to demonstrate a beneficial effect on an outcome of interest. Six interventions were considered 'promising'. CONCLUSIONS: There was insufficient evidence of adequate quality to recommend routine implementation of any of the programmes as a means of reducing infant mortality in disadvantaged/vulnerable women. Several interventions merit further more rigorous evaluation.			2011				1571
Network meta-analysis of indomethacin versus ibuprofen versus placebo for PDA in preterm infants		Jones, L. J., Craven, P. D., Attia, J., Thakkinstian, A. and Wright, I.				archives of disease in childhood. fetal and neonatal edition	archives of disease in childhood. fetal and neonatal edition	Objectives To evaluate the effects of indomethacin or ibuprofen compared with placebo on closure, morbidity and mortality in preterm infants <37 weeks' gestation with echocardiographically and/or clinically important patent ductus arteriosus (PDA) at >24 h of life. Data sources MEDLINE, EMBASE, Cochrane Central Register of Controlled Trials, CINAHL, Cochrane Library, clinicaltrials.gov, controlled-trials.com, American Pediatric and European Paediatric Research Societies and Effective Care of the Newborn Infant. Review methods Systematic review with network meta-analysis of randomised studies comparing intravenous indomethacin, ibuprofen or placebo for PDA in preterm infants at >24 h of life. Results Ten trials compared intravenous indomethacin versus intravenous ibuprofen, nine intravenous indomethacin versus placebo and one intravenous ibuprofen versus placebo. Both intravenous indomethacin (pooled RR 2.39 (95% CI 2.05 to 2.78)) and intravenous ibuprofen (RR 2.40 (95% CI 2.03 to 2.84)) closed a PDA more effectively than placebo. Intravenous ibuprofen was associated with approximately 30% greater risk of chronic lung disease than intravenous indomethacin (RR 1.28 (95% CI 1.03 to 1.60)) or placebo (RR 1.29 (95% CI 0.99 to 1.70)). Differences in risk or benefit were not significant between any combination of intravenous indomethacin, intravenous ibuprofen or placebo groups for intraventricular haemorrhage, necrotising enterocolitis and death. Reporting on neurological outcomes was insufficient for pooling. Conclusions Intravenous indomethacin or ibuprofen administered to preterm infants for PDA at >24 h of life promoted ductal closure, but other short-term benefits were not seen. Treatment with intravenous ibuprofen may increase the risk of chronic lung disease. Good-quality evidence of treatment effect on morbidity, mortality and improved neurodevelopment is urgently needed.			2011				2315
Systematic review on the treatment of pentoxifylline in patients with non-alcoholic fatty liver disease		Li, W., Zheng, L., Sheng, C., Cheng, X., Qing, L. and Qu, S.				lipids in health and disease	lipids in health and disease	BACKGROUND: As an anti-TNF agent that targets inflammatory process directly, Pentoxifylline has been investigated for treatment of NASH in individual studies and pilot trials for years. We summarized the available information and generating hypotheses for future research. DATA SOURCES: Google, Cochrane, MEDLINE, and EMBASE and the Chinese Biomedical data bases for studies restricted to pentoxifylline treatment in humans with NAFLD in all languages until June 2010. Six studies (2 randomized, double-blind, placebo-controlled trials; 4 prospective cohort studies) extracted from 11604 references. RESULTS: Pentoxifylline-treated patients showed a significant decrease AST (n=37, P=0.01) and ALT (n=50, P=0.03), but no significant effect on IL-6 (n=36, P=0.33) and TNF-? (n=68, P=0.26) compared with Placebo or UDCA-controlled groups. Improvement in one or more histological variables was reported in two trails, only 1 study showed a reduction in of one or two points in fibrosis stage. LIMITATIONS: The trails did not consistently report all of the outcomes of interest. Sample sizes (117 patients totally) were small and only 2 out of 6 studies had a randomized, controlled design. CONCLUSION: Pentoxifylline reduce AST and ALT levels and may improve liver histological scores in patients with NALFD/NASH, but did not appear to affect cytokines. Large, prospective, and well-designed randomized, controlled studies are needed to address this issue. Novel therapeutic targets for activation of inflammatory signaling pathways by fat also merit investigation.			2011				1758
Efficacy and safety of prophylactic vaccines against cervical HPV infection and diseases among women: a systematic review & meta-analysis		Lu, B., Kumar, A., Castellsagué, X. and Giuliano, A. R.				bmc infectious diseases	bmc infectious diseases	BACKGROUND: We conducted a systematic review and meta-analysis to assess efficacy and safety of prophylactic HPV vaccines against cervical cancer precursor events in women. METHODS: Randomized-controlled trials of HPV vaccines were identified from MEDLINE, Cochrane Central Register of Controlled Trials, conference abstracts and references of identified studies, and assessed by two independent reviewers. Efficacy data were synthesized using fixed-effect models, and evaluated for heterogeneity using I2 statistic. RESULTS: Seven unique trials enrolling 44,142 females were included. The fixed-effect Relative Risk (RR) and 95% confidence intervals were 0.04 (0.01-0.11) and 0.10 (0.03-0.38) for HPV-16 and HPV 18-related CIN2+ in the per-protocol populations (PPP). The corresponding RR was 0.47 (0.36-0.61) and 0.16 (0.08-0.34) in the intention-to-treat populations (ITT). Efficacy against CIN1+ was similar in scale in favor of vaccine. Overall vaccines were highly efficacious against 6-month persistent infection with HPV 16 and 18, both in the PPP cohort (RR: 0.06 [0.04-0.09] and 0.05 [0.03-0.09], respectively), and the ITT cohorts (RR: 0.15 [0.10-0.23] and 0.24 [0.14-0.42], respectively). There was limited prophylactic effect against CIN2+ and 6-month persistent infections associated with non-vaccine oncogenic HPV types. The risk of serious adverse events (RR: 1.00, 0.91-1.09) or vaccine-related serious adverse events (RR: 1.82; 0.79-4.20) did not differ significantly between vaccine and control groups. Data on abnormal pregnancy outcomes were underreported. CONCLUSIONS: Prophylactic HPV vaccines are safe, well tolerated, and highly efficacious in preventing persistent infections and cervical diseases associated with vaccine-HPV types among young females. However, long-term efficacy and safety needs to be addressed in future trials.			2011				1528
A systematic review of medical treatments for children with autism spectrum disorders		McPheeters, M. L., Warren, Z., Sathe, N., Bruzek, J. L., Krishnaswami, S., Jerome, R. N. and Veenstra-Vanderweele, J.				pediatrics	pediatrics	CONTEXT: As many as 1 in every 110 children in the United States has an autism spectrum disorder (ASD). Many medical treatments for ASDs have been proposed and studied, but there is currently no consensus regarding which interventions are most effective. OBJECTIVE: To systematically review evidence regarding medical treatments for children aged 12 years and younger with ASDs. METHODS: We searched the Medline, PsycInfo, and ERIC (Education Resources Information Center) databases from 2000 to May 2010, regulatory data for approved medications, and reference lists of included articles. Two reviewers independently assessed each study against predetermined inclusion/exclusion criteria. Studies of secretin were not included in this review. Two reviewers independently extracted data regarding participant and intervention characteristics, assessment techniques, and outcomes and assigned overall quality and strength-of-evidence ratings on the basis of predetermined criteria. RESULTS: Evidence supports the benefit of risperidone and aripiprazole for challenging and repetitive behaviors in children with ASDs. Evidence also supports significant adverse effects of these medications. Insufficient strength of evidence is present to evaluate the benefits or adverse effects for any other medical treatments for ASDs, including serotonin-reuptake inhibitors and stimulant medications. CONCLUSIONS: Although many children with ASDs are currently treated with medical interventions, strikingly little evidence exists to support benefit for most treatments. Risperidone and aripiprazole have shown benefit for challenging and repetitive behaviors, but associated adverse effects limit their use to patients with severe impairment or risk of injury.			2011				1805
Caries-preventive effect of glass ionomer and resin-based fissure sealants on permanent teeth: An update of systematic review evidence		Mickenautsch, S. and Yengopal, V.				bmc research notes	bmc research notes	BACKGROUND: This article constitutes a partial update of the original systematic review evidence by Yengopal et al. from 15 January 2008 (published in the Journal of Oral Science in 2009) with primary focus on research quality in regard to bias risk in trials. Its aim is to update the existing systematic review evidence from the English literature as to whether caries occurrence on pits and fissures of teeth sealed with either GIC or resin is the same. METHODS: In addition to the 12 trials included during the original systematic review, 5 new trials were identified during the database search (up to 26 August 2010) and 2 further trials were included from a hand search and reference check. Of these, 3 trials were excluded and 16 were accepted for data extraction and quality assessment. The quality of accepted trials was assessed, using updated quality criteria, and the risk of bias was investigated in more depth than previously reported. In addition, the focus of quantitative synthesis was shifted to single datasets that were extracted from the accepted trials. RESULTS: Twenty-six dichotomous and 4 continuous datasets were extracted. Meta-analysis and cumulative meta-analysis were used in combining clinically homogenous datasets. The overall outcome of the computed datasets suggest no difference between the caries-preventive effects of GIC- and resin-based fissure sealants. CONCLUSIONS: This overall outcome is in agreement with the conclusions of the original systematic review. Although the findings of the trials identified in this update may be considered to be less affected by attrition- and publication bias, their risk of selection- and detection-/performance bias is high. Thus, verification of the currently available results requires further high quality randomised control trials.			2011				1175
Absence of carious lesions at margins of glass-ionomer cement and amalgam restorations: An update of systematic review evidence		Mickenautsch, S. and Yengopal, V.				bmc research notes	bmc research notes	BACKGROUND: This article aims to update the existing systematic review evidence elicited by Mickenautsch et al. up to 18 January 2008 (published in the European Journal of Paediatric Dentistry in 2009) and addressing the review question of whether, in the same dentition and same cavity class, glass-ionomer cement (GIC) restored cavities show less recurrent carious lesions on cavity margins than cavities restored with amalgam. METHODS: The systematic literature search was extended beyond the original search date and a further hand-search and reference check was done. The quality of accepted trials was assessed, using updated quality criteria, and the risk of bias was investigated in more depth than previously reported. In addition, the focus of quantitative synthesis was shifted to single datasets extracted from the accepted trials. RESULTS: The database search (up to 10 August 2010) identified 1 new trial, in addition to the 9 included in the original systematic review, and 11 further trials were included after a hand-search and reference check. Of these 21 trials, 11 were excluded and 10 were accepted for data extraction and quality assessment. Thirteen dichotomous datasets of primary outcomes and 4 datasets with secondary outcomes were extracted. Meta-analysis and cumulative meta-analysis were used in combining clinically homogenous datasets. The overall results of the computed datasets suggest that GIC has a higher caries-preventive effect than amalgam for restorations in permanent teeth. No difference was found for restorations in the primary dentition. CONCLUSION: This outcome is in agreement with the conclusions of the original systematic review. Although the findings of the trials identified in this update may be considered to be less affected by attrition- and publication bias, their risk of selection- and detection/performance bias is high. Thus, verification of the currently available results requires further high-quality randomised control trials.			2011				1176
Maternal health interventions in resource limited countries: a systematic review of packages, impacts and factors for change		Nyamtema, A. S., Urassa, D. P. and van Roosmalen, J.				bmc pregnancy and childbirth	bmc pregnancy and childbirth	BACKGROUND: The burden of maternal mortality in resource limited countries is still huge despite being at the top of the global public health agenda for over the last 20 years. We systematically reviewed the impacts of interventions on maternal health and factors for change in these countries. METHODS: A systematic review was carried out using the guidelines for Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA). Articles published in the English language reporting on implementation of interventions, their impacts and underlying factors for maternal health in resource limited countries in the past 23 years were searched from PubMed, Popline, African Index Medicus, internet sources including reproductive health gateway and Google, hand-searching, reference lists and grey literature. RESULTS: Out of a total of 5084 articles resulting from the search only 58 qualified for systematic review. Programs integrating multiple interventions were more likely to have significant positive impacts on maternal outcomes. Training in emergency obstetric care (EmOC), placement of care providers, refurbishment of existing health facility infrastructure and improved supply of drugs, consumables and equipment for obstetric care were the most frequent interventions integrated in 52%-65% of all 54 reviewed programs. Statistically significant reduction of maternal mortality ratio and case fatality rate were reported in 55% and 40% of the programs respectively. Births in EmOC facilities and caesarean section rates increased significantly in 71%-75% of programs using these indicators. Insufficient implementation of evidence-based interventions in resources limited countries was closely linked to a lack of national resources, leadership skills and end-users factors. CONCLUSIONS: This article presents a list of evidenced-based packages of interventions for maternal health, their impacts and factors for change in resource limited countries. It indicates that no single magic bullet intervention exists for reduction of maternal mortality and that all interventional programs should be integrated in order to bring significant changes. State leaders and key actors in the health sectors in these countries and the international community are proposed to translate the lessons learnt into actions and intensify efforts in order to achieve the goals set for maternal health.			2011				1438
Interventions encouraging the use of systematic reviews in clinical decision-making: a systematic review		Perrier, L., Mrklas, K., Shepperd, S., Dobbins, M., McKibbon, K. A. and Straus, S. E.				journal of general internal medicine	journal of general internal medicine	BACKGROUND: Systematic reviews have the potential to inform clinical decisions, yet little is known about the impact of interventions on increasing the use of systematic reviews in clinical decision-making. PURPOSE: To systematically review the evidence on the impact of interventions for seeking, appraising, and applying evidence from systematic reviews in decision-making by clinicians. DATA SOURCES: Medline, EMBASE, CINAHL, Cochrane Central Register of Controlled Trials, and LISA were searched from the earliest date available until July 2009. STUDY SELECTION AND DATA EXTRACTION: Two independent reviewers selected studies for inclusion if the intervention intended to increase seeking, appraising, or applying evidence from systematic reviews by a clinician. Information about the study population, features of each intervention, methods used to measure the use of systematic reviews and those used to measure professional performance or health care outcomes, existence and use of statistical tests, study outcomes, and comparative data were extracted. DATA SYNTHESIS: A total of 8,104 titles and abstracts were reviewed, leading to retrieval of 189 full-text articles for assessment; five of these studies met all inclusion criteria. All five studies reported on professional performance behavior; none reported on patient health outcomes. One study reported positive outcomes in improving preventive care. Three studies focused on obstetrical care, with two reporting no impact on professional practice change, and one study reporting increases in the use of prophylactic oxytocin and episiotomy. One study found no improvement in the sealant rate of newly erupted molars among dentists in Scotland. LIMITATIONS: The small number of studies available for examination indicates the difficulty in summarizing and identifying key aspects in successful strategies that encourage clinicians to use systematic reviews in decision-making. Other concerns lay in selective reporting and lack of blinding during data collection. CONCLUSIONS: The limited empirical data render the strength of evidence weak for the effectiveness and types of interventions that encourage clinicians to use systematic reviews in clinical decision making.			2011				946
Nutritional Supplements and Other Complementary Medicines for Infantile Colic: A Systematic Review		Perry, R., Hunt, K. and Ernst, E.				pediatrics	pediatrics	BACKGROUND: Complementary and alternative medicines often are advocated for infantile colic, yet there has been no synthesis of the evidence to inform current practice about their use. OBJECTIVE: To critically evaluate all randomized clinical trials of nutritional supplements and other complementary and alternative medicines as a treatment for infantile colic. METHODS: Five electronic databases were searched from their inception to February 201 Oto identify all relevant randomized clinical trials of complementary and alternative medicines and supplements for infantile colic. Reference lists of retrieved articles were hand searched. Data were extracted by two independent reviewers, and methodological quality was assessed using the Jadad score and key aspects of the Cochrane risk of bias. RESULTS: Fifteen randomized clinical trials met the inclusion criteria and were included. Thirteen studies were placebo controlled. Eight were of good methodological quality. Eleven trials indicated a significant result in favor of complementary and alternative medicines. However, none of these randomized clinical trials were without flaws. Independent replications were missing for most modalities. CONCLUSIONS: Some encouraging results exist for fennel extract, mixed herbal tea, and sugar solutions, although it has to be stressed that all trials have major limitations. Thus, the notion that any form of complementary and alternative medicine is effective for infantile colic currently is not supported from the evidence from the included randomized clinical trials. Additional replications are needed before firm conclusions can be drawn.			2011				1855
Endovascular stenting of extracranial carotid and vertebral artery dissections: a systematic review of the literature		Pham, M. H., Rahme, R. J., Arnaout, O., Hurley, M. C., Bernstein, R. A., Batjer, H. H. and Bendok, B. R.				neurosurgery	neurosurgery	BACKGROUND: Carotid and vertebral artery dissections are a leading cause of stroke in young individuals. OBJECTIVE: To examine the published safety and efficacy of endovascular stenting for extracranial artery dissection. METHODS: We conducted a systematic review of the literature to identify all cases of endovascular management of extracranial carotid and vertebral artery dissections. RESULTS: For carotid dissections, our review yielded 31 published reports including 140 patients (153 vessels). Reported etiologies were traumatic (48%, n = 64), spontaneous (37%, n = 49), and iatrogenic (16%, n = 21). The technical success rate of stenting was 99%, and the procedural complication rate was 1.3%. Mean angiographic follow-up was 12.8 months (range, 2-72 months) and revealed in-stent stenosis or occlusion in 2% of patients. Mean clinical follow-up was 17.7 months (range, 1-72 months), and neurological events were seen in 1.4% of patients. For vertebral artery dissections, our review revealed 8 reports including 10 patients (12 vessels). Etiologies were traumatic (60%, n = 6), spontaneous (20%, n = 2), and iatrogenic (20%, n = 2). There was a 100% technical success rate. The mean angiographic follow-up period was 7.5 months (range, 2-12 months). No new neurological events were reported during a mean clinical follow-up period of 26.4 months (range, 3-55 months). CONCLUSION: Endovascular management of extracranial arterial dissection continues to evolve. Current experience shows that this treatment option is safe and technically feasible. Prospective randomized trials compared with medical management are needed to further elucidate the role of stenting.			2011				1112
