Title	First Author First Name	First Author Surname	Corresponding Author First Name	Corresponding Author Surname	Corresponding Author Order	Publication Name	Alternate Name	Abstract	Url	Author Address	Year	DOI	Reference Type	PDF Relative Path	Keywords
Therapeutic trajectory of hyaluronic acid versus corticosteroids in the treatment of knee osteoarthritis: A systematic review and meta-analysis		Bannuru, R. R., Natov, N. S., Obadan, I. E., Price, L. L., Schmid, C. H. and McAlindon, T. E.				arthritis and rheumatism	arthritis and rheumatism	OBJECTIVE: To compare the efficacy of intraarticular hyaluronic acid with corticosteroids for knee osteoarthritis (OA). METHODS: Our data sources were Medline, EMBASE, CINAHL, BIOSIS, and the Cochrane database, as well as hand- searched reviews, manuscripts, and supplements. For unpublished data we used author contacts. Randomized trials that reported effects of intraarticular hyaluronic acid versus corticosteroids on knee OA were selected based on inclusion criteria. Two reviewers extracted data independently. Using a random-effects model, we computed effect sizes for pain change from baseline at 2, 4, 8, 12, and 26 weeks. We also performed multivariate analyses accounting for within and between-study covariance. We performed sensitivity analyses for trials that reported intent-to-treat (ITT) analysis and blinding, and directly compared Hyalgan with methylprednisolone. RESULTS: The 7 eligible trials included 606 participants. Five reported ITT analyses. At week 2 the effect size was -0.39 (95% confidence interval [95% CI], -0.65, -0.12) favoring corticosteroids; at week 4 it was -0.01 (95% CI -0.23, 0.21) suggesting equal efficacy. At week 8 the effect size was 0.22 (95% CI -0.05, 0.49) favoring hyaluronic acid, and at week 12 it was 0.35 (95% CI 0.03, 0.66) favoring hyaluronic acid. At week 26 the effect size was 0.39 (95% CI 0.18, 0.59), favoring hyaluronic acid. The multivariate analyses and sensitivity analyses generated consistent results. CONCLUSION: From baseline to week 4, intraarticular corticosteroids appear to be relatively more effective for pain than intraarticular hyaluronic acid. By week 4, the 2 approaches have equal efficacy, but beyond week 8, hyaluronic acid has greater efficacy. Understanding this trend is useful to clinicians when treating knee OA.			2009				53
Cost of liver transplantation: a systematic review and meta-analysis comparing the United States with other OECD countries		van der Hilst, C. S., Ijtsma, A. J., Slooff, M. J., Tenvergert, E. M. and University Medical Center Groningen, Netherlands c s van der hilst rvb umcg nl				medical care research & review	medical care research & review	Large cost variations of liver transplantation are reported. The aim of this study was to assess cost differences of liver transplantation and clinical follow-up between the United States and other Organization for Economic Cooperation and Development (OECD) countries. Eight electronic databases were searched, and 2,000 citations published after 1990 with more than 10 transplantations, and with original cost data, were identified. A total of 30 articles included 5,975 liver transplantations. Meta-analysis was used to derive a combined mean using a random-effects model to test for heterogeneity between studies. Estimated mean cost of a U.S. liver transplantation was US$163,438 (US$145,277-181,598) compared to US$103,548 (US$85,514-121,582) for other OECD countries. Patient characteristics, disease characteristics, quality of the health care provider, and methodology could not explain this cost difference. Health system characteristics differed between the U.S. and other OECD countries. Cost differences in liver transplantation between these two groups may be largely explained by health system characteristics.			2009				840
[LDL apheresis for the treatment of familial hypercholesterolemia. A systematic review]		Zechmeister, I., Mathis, S., Guba, B. and Gartlehner, G.				medizinische klinik (munich, germany : 1983)	medizinische klinik (munich, germany : 1983)	BACKGROUND AND PURPOSE: Low-density lipoprotein (LDL) apheresis is indicated in patients with familial hypercholesterolemia who are resistant to drug therapy. The study evaluates whether the various apheresis techniques available result in relevant improvement of clinical endpoints (cardiovascular morbidity and mortality, quality of life). MATERIAL AND METHODS: A systematic literature review in standard databases (Medline, EMBASE, CRD York, Cochrane, and others) was conducted. Extraction of core data, assessment of study quality and evidence rating according to the GRADE method were undertaken in an internal peer-review process. RESULTS: Evidence from the ten studies included weakly indicates an improvement in angina symptoms and reduced mortality. However, due to limited study quality, no reliable answers are possible concerning the question whether LDL apheresis results in reduced cardiovascular morbidity/mortality or improved quality of life. CONCLUSION: The available evidence indicates a possible net benefit of LDL apheresis. However, since the quality of the evidence is very low, treatment should be strictly restricted to patients with severe familial hypercholesterolemia who are resistant to standard care.			2009				919
Is oral irrigation beneficial to gingival health as an adjunct to toothbrushing?		Jin, L.				evidence-based dentistry	evidence-based dentistry	DATA SOURCES: Relevant papers were identified by using Medline-PubMed and the Cochrane Central Register of Controlled Trials. STUDY SELECTION: Papers were assessed for inclusion independently by two reviewers and only those published in the English language were chosen. Randomised controlled clinical trials (RCT) or controlled clinical trials (CCT) conducted in adults with good general health were selected. OUTCOME MEASURES: Evaluation parameters included changes in dental plaque, gingival bleeding/ inflammation and probing pocket depth. Study quality was assessed based upon study design, evaluation period, profiles of subjects, method of randomisation, blindness of examiners and completeness of followup assessment. DATA EXTRACTION AND SYNTHESIS: Data were extracted by three reviewers. As the selected studies showed considerable heterogeneity in the study designs, characteristics, outcome variables and results, a descriptive review of the data was presented instead of performing a meta-analysis. RESULTS: Seven papers (four RCT and three CCT) were included. Mean values and standard deviations were collected from the data. Data showed that oral irrigation does not reduce plaque scores more than toothbrushing or regular oral hygiene measures. CONCLUSIONS: This systematic review suggests that oral irrigation as an adjunct to toothbrushing does not have a beneficial effect in reducing dental plaque, but it may improve gingival health.			2009				369
Vitamin A supplementation during puerperium: systematic review		Caminha Mde, F., Batista Filho, M., Fernandes, T. F., Arruda, I. K. and Diniz Ada, S.				revista de sau?de pu?blica	revista de sau?de pu?blica	A systematic review on studies evaluating the effect of applying megadoses of vitamin A on the retinol concentrations in maternal milk and blood, as a short-term measure for preventing hypovitaminosis A, was conducted. Based on the strategy of the Brazilian Cochrane Center for randomized trials, 115 published papers were identified in PubMed. From these, through a set of inclusion/exclusion criteria, 14 articles published between 1993 and 2007 were selected. The effects of interventions with three posological regimens (200,000, 300,000 and 400,000 IU) of vitamin A were analyzed. Out of 11 experiments conducted on maternal milk, nine presented elevation of the retinol levels in comparison with the control group; out of nine that evaluated maternal blood, four showed elevation at varying times after applying megadoses of vitamin A. It was concluded that the results from administration of vitamin A at high doses were positive in 82% of the trials on maternal milk, but less notable in relation to maternal blood. No significant differences regarding the posological regimens applied were observed.			2009				111
Point-of-care testing for patients with diabetes, hyperlipidaemia or coagulation disorders in the general practice setting: a systematic review		Gialamas, A., St John, A., Laurence, C. O. and Bubner, T. K.				family practice	family practice	BACKGROUND: Point-of-care testing (PoCT) is increasingly being used in the general practice setting and has the potential to provide improved health outcomes for patients. OBJECTIVES: The aim of the study was to systematically assess the literature relating to the analytical performance, clinical effectiveness, cost and satisfaction of patients and health professionals with PoCT for monitoring patients with diabetes, with hyperlipidaemia or requiring anticoagulant therapy in general practice. METHODS: Systematic review and synthesis of randomized and quasi-randomized trials during 1966-2007 was performed. PubMed, EMBASE, CINAHL, Current Contents, BIDS and the Cochrane Library databases were searched using key terms relating to PoCT for diabetes (glycosylated haemoglobin, urine albumin creatinine ratio), hyperlipidaemia (total cholesterol, triglycerides and high-density lipoprotein) and anticoagulant therapy (international normalized ratio) in the general practice setting. RESULTS: Nine papers from six randomized or quasi-randomized trials were included in the review. Large between-study heterogeneity made pooling of the data inappropriate. In terms of clinical effectiveness, no study found a significant difference between PoCT and pathology laboratory testing. There was a similar lack of data in relation to the analytical performance of PoCT, to cost outcomes and to patient and health professional satisfaction, making conclusions difficult to infer. CONCLUSIONS: This systematic review does not provide robust evidence that PoCT in general practice improves patient health outcomes, that it has comparable analytical quality to pathology laboratory testing, that it is cost-effective compared to usual care or that patients and health professionals find PoCT satisfactory. The number of trials is low, the follow-up of patients is short and many of the trials did not investigate PoCT as a separate intervention.			2010				266
The impact of mobile handheld technology on hospital physicians' work practices and patient care: a systematic review		Prgomet, M., Georgiou, A. and Westbrook, J. I.				journal of the american medical informatics association : jamia	journal of the american medical informatics association : jamia	The substantial growth in mobile handheld technologies has heralded the opportunity to provide physicians with access to information, resources, and people at the right time and place. But is this technology delivering the benefits to workflow and patient care promised by increased mobility? The authors conducted a systematic review to examine evidence regarding the impact of mobile handheld technology on hospital physicians' work practices and patient care, focusing on quantification of the espoused virtues of mobile technologies. The authors identified thirteen studies that demonstrated the ability of personal digital assistants (PDAs) to positively impact on areas of rapid response, error prevention, and data management and accessibility. The use of PDAs demonstrates the greatest benefits in contexts where time is a critical factor and a rapid response crucial. However, the extent to which these devices improved outcomes and workflow efficiencies because of their mobility was largely absent from the literature. The paucity of evidence calls for much needed future research that asks explicit questions about the impact the mobility of devices has on work practices and outcomes.			2009				666
A review of tolerability and abuse liability of gamma-hydroxybutyric acid for insomnia in patients with schizophrenia		Kantrowitz, J. T., Citrome, L. and Javitt, D. C.				clinical therapeutics	clinical therapeutics	"BACKGROUND: Approved therapeutic uses for gamma-hydroxybutyric acid (GHB) (or sodium oxybate), a gamma-aminobutyric acid type B and GHB receptor agonist, include narcolepsy in the United States and Europe and alcohol abuse treatment in Italy. Possible efficacy of GHB in schizophrenia has also been proposed. A tolerability concern regarding use of GHB is its abuse potential. Given the high comorbidity of substance disorders and schizophrenia, a systematic assessment of the published literature is crucial. OBJECTIVE: The aim of this review was to assess the tolerability and abuse liability of GHB in the context of future clinical studies as a potential treatment for insomnia in patients with schizophrenia. METHODS: A literature search in English (inception through April 2009, inclusive) was conducted of MEDLINE, EMBASE, and PsycINFO using the search term GHB. All articles whose abstracts mentioned human use of GHB were read in their entirety. The reference sections of identified articles were reviewed for publications that might have been missed by the initial search. RESULTS: GHB is abused by a small percentage of people (<1%) as a ""club drug"" and is commonly associated with enhanced sexual experiences (65%), euphoria (41%), somnolence (71%), and confusion (24%), according to a recent study. A review of all available emergency room case series suggests that while GHB can be associated with serious coma necessitating intubation, the number of reported fatal cases associated with GHB appears limited. Clarity on the lethality of GHB is complicated by instability of GHB in postmortem samples and frequent concomitant ingestions. Furthermore, formal abuse liability studies do not support high abuse propensity for GHB, mainly because oversedation and dizziness may lead most individuals to find GHB unpleasant at high doses. As supported by 2 large studies, there is limited evidence to suggest widespread use as an agent in sexual assault. Years of clinical use in narcolepsy do not support the development of tolerance or withdrawal in those subjects without substance dependence. CONCLUSIONS: Tolerability and abuse liability issues, while a concern with GHB given its abuse potential, do not preclude further study of the potential use for insomnia in nondually diagnosed schizophrenia. Full cognizance must be taken of risk/benefit tradeoffs, and to the development of improved formulations with decreased abuse liability."			2009				384
Ambulation after deep vein thrombosis: a systematic review		Anderson, C. M., Overend, T. J., Godwin, J., Sealy, C. and Sunderji, A.				physiotherapy canada. physiothérapie canada	physiotherapy canada. physiothérapie canada	PURPOSE: To systematically review the effects of early ambulation on development of pulmonary embolism (PE) and progression or development of a new thrombus in patients with acute deep vein thrombosis (DVT). METHODS: Medline, PubMed, CINAHL, EMBASE, PEDro, and Cochrane Library databases were searched from inception to June 2008. Study quality was appraised using the Jadad and PEDro scales. Meta-analyses were reported as relative risks (RR) and 95% confidence intervals (CI). RESULTS: Four randomized trials were accepted. For development of a PE, the pooled relative risks for ambulation and compression versus bed rest and compression (RR = 0.63, 95% CI: 0.34-1.19) and for ambulation and compression versus bed rest alone (RR = 1.36, 95% CI: 0.57-3.29) were not significant. For progression of an existing thrombus or development of a new thrombus, the independent relative risks for ambulation and compression versus bed rest and compression (RR = 0.39, 95% CI: 0.13-1.14) and for ambulation and compression versus bed rest alone (RR = 0.56, 95% CI: 0.20-1.57) were also not significant. CONCLUSIONS: Given the clinical benefits of mobility, and because there was no significant difference between ambulation and bed rest for risk of developing a PE or development and progression of a new DVT in any of the studies, clinicians should be confident in prescribing ambulation in this population.			2009				29
Successful complete cure en-bloc resection of large nonpedunculated colonic polyps by endoscopic submucosal dissection: a meta-analysis and systematic review		Puli, S. R., Kakugawa, Y., Saito, Y., Antillon, D., Gotoda, T. and Antillon, M. R.				annals of surgical oncology	annals of surgical oncology	BACKGROUND: Endoscopic submucosal dissection (ESD) has emerged as one of the techniques to successfully resect large colonic polyps en bloc. Complete resection prevents the patient from going through transabdominal colonic resection. We sought to evaluate the proportion of successful en-bloc and complete cure en-bloc resection of large colonic polyps by ESD. METHODS: Studies that use ESD technique to resect large colonic polyps were selected. Successful en-bloc resection was defined as resection of the polyp in one piece. Successful complete cure en-bloc resection was defined as one piece with histologic disease-free-margin polyp resection. Articles were searched in Medline, PubMed, and Cochrane control trial registry. Pooled proportions were calculated by both fixed and random-effects model. RESULTS: The initial search identified 2,120 reference articles; 389 relevant articles were selected and reviewed. Data were extracted from 14 studies (n = 1,314) that met the inclusion criteria. The mean +/- standard error size of the polyps was 30.65 +/- 2.88 mm. Pooled proportion of en-bloc resection by the random-effects model was 84.91% (95% confidence interval, 77.82-90.82) and complete cure en-bloc resection was 75.39% (95% confidence interval, 66.69-82.21). The fixed-effects model was not used because of the heterogeneity of studies. CONCLUSIONS: ESD should be considered the best minimally invasive endoscopic technique in the treatment of large (>2 cm) sessile and flat polyps because it allows full pathological evaluation and cure in most patients. ESD offers an important alternative to surgery in the therapy of large sessile and flat polyps.			2009				670
Neuroleptic malignant syndrome associated with atypical antipsychotic drugs		Trollor, J. N., Chen, X. and Sachdev, P. S.				cns drugs	cns drugs	Neuroleptic malignant syndrome (NMS) is a rare but potentially severe idiosyncratic adverse reaction usually seen in the context of treatment with antipsychotic drugs. Although NMS is historically associated with the classic or 'typical' antipsychotic drugs, it is also a potential adverse effect of atypical antipsychotic drugs. The widespread use of atypical antipsychotic drugs highlights the need to examine the data relating to the symptomatology, diagnosis, classification and management of NMS with these newer agents. We used MEDLINE and EMBASE to identify NMS case reports and systematic reviews published to June 2008 related to the atypical antipsychotic drugs clozapine, olanzapine, risperidone, paliperidone, aripiprazole, ziprasidone, amisulpride and quetiapine. Case reports and reviews were systematically examined. Our review suggests that, in general, NMS associated with atypical antipsychotic drugs manifests in a typical manner. One notable exception is clozapine-induced NMS, which appears less likely to manifest with extrapyramidal features, including rigidity and tremor. The available literature highlights the divergence of opinion relating to the core diagnostic features of NMS and its conceptualization as a categorical versus dimensional disorder. Both these issues have relevance for the identification of atypical or milder forms of NMS, which are sometimes seen with atypical antipsychotic drugs.			2009				823
[Endovascular deployment of stent graft in the ascending aorta. A systematic review]		Geiger-Gritsch, S., Piso, B., Guba, B. and Felder-Puig, R.				der chirurg; zeitschrift für alle gebiete der operativen medizen	der chirurg; zeitschrift für alle gebiete der operativen medizen	The endovascular deployment of stent graft in the ascending aorta was proposed for inclusion in the benefit catalogue of the Austrian Federal Ministry of Health. The efficacy and safety of this intervention was unclear, and therefore a systematic review was performed to support evidence-based decision making. Detailed searches for English- or German-language articles published between 2002 and 2008 were performed in a number of electronic databases. Internal validity of studies was judged by two authors independently. A total of 11 case reports but no prospective studies were identified through literature search. The case reports showed the technical feasibility of this intervention but allow no conclusions about its efficacy and safety. Therefore the endovascular deployment of stent graft in the ascending aorta must be considered as experimental and its inclusion in the benefit catalogue cannot be recommended.			2009				262
