Title	First Author First Name	First Author Surname	Corresponding Author First Name	Corresponding Author Surname	Corresponding Author Order	Publication Name	Alternate Name	Abstract	Url	Author Address	Year	DOI	Reference Type	PDF Relative Path	Keywords
Increasing the use of skilled health personnel where traditional birth attendants were providers of childbirth care: a systematic review		Vieira, C., Portela, A., Miller, T., Coast, E., Leone, T. and Marston, C.				plos one	plos one	BACKGROUND: Improved access to skilled health personnel for childbirth is a priority strategy to improve maternal health. This study investigates interventions to achieve this where traditional birth attendants were providers of childbirth care and asks what has been done and what has worked? METHODS AND FINDINGS: We systematically reviewed published and unpublished literature, searching 26 databases and contacting experts to find relevant studies. We included references from all time periods and locations. 132 items from 41 countries met our inclusion criteria and are included in an inventory; six were intervention evaluations of high or moderate quality which we further analysed. Four studies report on interventions to deploy midwives closer to communities: two studies in Indonesia reported an increase in use of skilled health personnel; another Indonesian study showed increased uptake of caesarean sections as midwives per population increased; one study in Bangladesh reported decreased risk of maternal death. Two studies report on interventions to address financial barriers: one in Bangladesh reported an increase in use of skilled health personnel where financial barriers for users were addressed and incentives were given to skilled care providers; another in Peru reported that use of emergency obstetric care increased by subsidies for preventive and maternity care, but not by improved quality of care. CONCLUSIONS: The interventions had positive outcomes for relevant maternal health indicators. However, three of the studies evaluate the village midwife programme in Indonesia, which limits the generalizability of conclusions. Most studies report on a main intervention, despite other activities, such as community mobilization or partnerships with traditional birth attendants. Many authors note that multiple factors including distance, transport, family preferences/support also need to be addressed. Case studies of interventions in the inventory illustrate how different countries attempted to address these complexities. Few high quality studies that measure effectiveness of interventions exist.			2012				1943
Effects of case management in community aged care on client and carer outcomes: a systematic review of randomized trials and comparative observational studies		You, E. C., Dunt, D., Doyle, C. and Hsueh, A.				bmc health services research	bmc health services research	BACKGROUND: Case management has been applied in community aged care to meet frail older people's holistic needs and promote cost-effectiveness. This systematic review aims to evaluate the effects of case management in community aged care on client and carer outcomes. METHODS: We searched Web of Science, Scopus, Medline, CINAHL (EBSCO) and PsycINFO (CSA) from inception to 2011 July. Inclusion criteria were: no restriction on date, English language, community-dwelling older people and/or carers, case management in community aged care, published in refereed journals, randomized control trials (RCTs) or comparative observational studies, examining client or carer outcomes. Quality of studies was assessed by using such indicators as quality control, randomization, comparability, follow-up rate, dropout, blinding assessors, and intention-to-treat analysis. Two reviewers independently screened potentially relevant studies, extracted information and assessed study quality. A narrative summary of findings were presented. RESULTS: Ten RCTs and five comparative observational studies were identified. One RCT was rated high quality. Client outcomes included mortality (7 studies), physical or cognitive functioning (6 studies), medical conditions (2 studies), behavioral problems (2 studies) , unmet service needs (3 studies), psychological health or well-being (7 studies) , and satisfaction with care (4 studies), while carer outcomes included stress or burden (6 studies), satisfaction with care (2 studies), psychological health or well-being (5 studies), and social consequences (such as social support and relationships with clients) (2 studies). Five of the seven studies reported that case management in community aged care interventions significantly improved psychological health or well-being in the intervention group, while all the three studies consistently reported fewer unmet service needs among the intervention participants. In contrast, available studies reported mixed results regarding client physical or cognitive functioning and carer stress or burden. There was also limited evidence indicating significant effects of the interventions on the other client and carer outcomes as described above. CONCLUSIONS: Available evidence showed that case management in community aged care can improve client psychological health or well-being and unmet service needs. Future studies should investigate what specific components of case management are crucial in improving clients and their carers' outcomes.			2012				1591
A safety review and meta-analyses of bevacizumab and ranibizumab: off-label versus goldstandard		Schmucker, C., Ehlken, C., Agostini, H. T., Antes, G., Ruecker, G., Lelgemann, M. and Loke, Y. K.				plos one	plos one	BACKGROUND: We set out a systemic review to evaluate whether off-label bevacizumab is as safe as licensed ranibizumab, and whether bevacizumab can be justifiably offered to patients as a treatment for age-related macular degeneration with robust evidence of no differential risk. METHODS AND FINDINGS: Medline, Embase and the Cochrane Library were searched with no limitations of language and year of publication. We included RCTs with a minimum follow-up of one year which investigated bevacizumab or ranibizumab in direct comparison or against any other control group (indirect comparison). Direct comparison (3 trials, 1333 patients): The one year data show a significantly higher rate of ocular adverse effects (AE) with bevacizumab compared to ranibizumab (RR = 2.8; 95% CI 1.2-6.5). The proportion of patients with serious infections and gastrointestinal disorders was also higher with bevacizumab than with ranibizumab (RR = 1.3; 95% CI 1.0-1.7). Arterial thromboembolic events were equally distributed among the groups. Indirect comparison: Ranibizumab versus any control (5 trials, 4054 patients): The two year results of three landmark trials showed that while absolute rates of serious ocular AE were low (? 2.1%), relative harm was significantly raised (RR = 3.1; 95% CI 1.1-8.9). A significant increase in nonocular haemorrhage was also observed with ranibizumab (RR = 1.7; 95% CI 1.1-2.7). Bevacizumab versus any control (3 trials, 244 patients): We were unable to judge the safety profile of bevacizumab due to the poor quality of AE monitoring and reporting in the trials. CONCLUSIONS: Evidence from head-to-head trials raises concern about an increased risk of ocular and multiple systemic AE with bevacizumab. Therefore, clinicians and patients should continue to carefully weight up the benefits and harms when choosing between the two treatment options. We also emphasize the need for studies that are powered not just for efficacy, but for defined safety outcomes based on the signals detected in this systematic review.			2012				2302
Pre-pregnancy care for women with pre-gestational diabetes mellitus: a systematic review and meta-analysis		Wahabi, H. A., Alzeidan, R. A. and Esmaeil, S. A.				bmc public health	bmc public health	BACKGROUND: Pre-gestational diabetes mellitus is associated with increased risk for maternal and fetal adverse outcomes. This systematic review was carried out to evaluate the effectiveness and safety of pre-pregnancy care in improving the rate of congenital malformations and perinatal mortality for women with pre-gestational diabetes mellitus. METHODS: We searched the following databases, MEDLINE, EMBASE, WEB OF SCIENCE, Cochrane Library, including the CENTRAL register of controlled trials and CINHAL up to December 2011, without language restriction, for any pre-pregnancy care aiming at health promotion, glycemic control and screening and treatment of diabetes complications in women with type I or type II diabetes mellitus. Study design were trials (randomized and non-randomized), cohort and case-control studies. RESULTS: Of the 2452 title scanned 54 full papers were retrieved of those 21 studies were included in this review. Twelve cohort studies at low and medium risk of bias, with 3088 women, were included in the meta-analysis. Meta-analysis suggested that pre-pregnancy care is effective in reducing congenital malformation, Risk Ratio (RR) 0.25 (95% CI 0.16-0.37), number needed to treat (NNT) 19 (95% CI 14-24), and perinatal mortality RR 0.34 (95% CI 0.15-0.75), NNT = 46 (95% CI 28-115). Pre-pregnancy care lowers glycosylated hemoglobin A1c (HbA1c) in the first trimester of pregnancy by an average of 1.92% (95% CI -2.05 to -1.79). However women who received pre-pregnancy care were at increased risk of hypoglycemia during the first trimester of pregnancy RR 1.51 (95% CI 1.15-1.99). CONCLUSION: Pre-pregnancy care for women with pre-gestational type 1 or type 2 diabetes mellitus is effective in improving rates of congenital malformations, perinatal mortality and in reducing maternal HbA1C in the first trimester of pregnancy. Pre-pregnancy care might cause maternal hypoglycemia in the first trimester of pregnancy.			2012				1242
Benchmark for time in therapeutic range in venous thromboembolism: a systematic review and meta-analysis		Erkens, P. M., ten Cate, H., Büller, H. R. and Prins, M. H.				plos one	plos one	INTRODUCTION: The percentage of time within the target INR range 2.0 to 3.0 (TTR) in patients treated with vitamin K antagonists varies considerably among efficacy-studies of novel anticoagulants. In order to properly asses the quality of anticoagulant control in upcoming cost-effectiveness studies and real life registries this systematic review reports a benchmark of TTR for different treatment durations in patients with venous thromboembolism and discusses ways to calculate TTR. METHODS: Medline and Embase were searched for studies published between January 1990 and May 2012. Randomized controlled trials and cohort studies reporting the TTR in patients with objectively confirmed venous thromboembolism treated with vitamin K antagonists (VKA) were eligible. Duplicate reports, studies only reporting INR during initial treatment or with VKA treatment less than 3 months were excluded. Three authors assessed trials for inclusion and extracted data independently. Discrepancies were resolved by discussion between the reviewers. A meta-analysis was performed by calculating a weighted mean, based on the number of participants in each included study, for each time-period in which the TTR was measured since the confirmation of the diagnosis of VTE. RESULTS: Forty studies were included (26064 patients). The weighted means of TTR were 54.0% in the first month since the start of treatment, 55.6% in months 1 to 3, 60.0% in months 2 to 3, 60.0% in the months 1 to 6+ and 75.2% in months 4 to 12+. Five studies reported TTR in classes. The INR in these studies was ? 67% of time in therapeutic range in 72.0% of the patients. CONCLUSION: Reported quality of VKA treatment is highly dependent on the time-period since the start of treatment, with TTR ranging from approximately 56% in studies including the 1(st) month to 75% in studies excluding the first 3 months.			2012				1367
The effectiveness of emergency obstetric referral interventions in developing country settings: a systematic review		Hussein, J., Kanguru, L., Astin, M. and Munjanja, S.				plos medicine	plos medicine	BACKGROUND: Pregnancy complications can be unpredictable and many women in developing countries cannot access health facilities where life-saving care is available. This study assesses the effects of referral interventions that enable pregnant women to reach health facilities during an emergency, after the decision to seek care is made. METHODS AND FINDINGS: Selected bibliographic databases were searched with no date or language restrictions. Randomised controlled trials and quasi experimental study designs with a comparison group were included. Outcomes of interest included maternal and neonatal mortality and other intermediate measures such as service utilisation. Two reviewers independently selected, appraised, and extracted articles using predefined fields. Forest plots, tables, and qualitative summaries of study quality, size, and direction of effect were used for analysis. Nineteen studies were included. In South Asian settings, four studies of organisational interventions in communities that generated funds for transport reduced neonatal deaths, with the largest effect seen in India (odds ratio 0·48 95% CI 0·34-0·68). Three quasi experimental studies from sub-Saharan Africa reported reductions in stillbirths with maternity waiting home interventions, with one statistically significant result (OR 0.56 95% CI 0.32-0.96). Effects of interventions on maternal mortality were unclear. Referral interventions usually improved utilisation of health services but the opposite effect was also documented. The effects of multiple interventions in the studies could not be disentangled. Explanatory mechanisms through which the interventions worked could not be ascertained. CONCLUSIONS: Community mobilisation interventions may reduce neonatal mortality but the contribution of referral components cannot be ascertained. The reduction in stillbirth rates resulting from maternity waiting homes needs further study. Referral interventions can have unexpected adverse effects. To inform the implementation of effective referral interventions, improved monitoring and evaluation practices are necessary, along with studies that develop better understanding of how interventions work.			2012				1838
Mindfulness-based stress reduction for low back pain. A systematic review		Cramer, H., Haller, H., Lauche, R. and Dobos, G.				bmc complementary and alternative medicine	bmc complementary and alternative medicine	BACKGROUND: Mindfulness-based stress reduction (MBSR) is frequently used for pain conditions. While systematic reviews on MBSR for chronic pain have been conducted, there are no reviews for specific pain conditions. Therefore a systematic review of the effectiveness of MBSR in low back pain was performed. METHODS: MEDLINE, the Cochrane Library, EMBASE, CAMBASE, and PsycInfo were screened through November 2011. The search strategy combined keywords for MBSR with keywords for low back pain. Randomized controlled trials (RCTs) comparing MBSR to control conditions in patients with low back pain were included. Two authors independently assessed risk of bias using the Cochrane risk of bias tool. Clinical importance of group differences was assessed for the main outcome measures pain intensity and back-specific disability. RESULTS: Three RCTs with a total of 117 chronic low back pain patients were included. One RCT on failed back surgery syndrome reported significant and clinically important short-term improvements in pain intensity and disability for MBSR compared to no treatment. Two RCTs on older adults (age???65 years) with chronic specific or non-specific low back pain reported no short-term or long-term improvements in pain or disability for MBSR compared to no treatment or health education. Two RCTs reported larger short-term improvements of pain acceptance for MBSR compared to no treatment. CONCLUSION: This review found inconclusive evidence of effectiveness of MBSR in improving pain intensity or disability in chronic low back pain patients. However, there is limited evidence that MBSR can improve pain acceptance. Further RCTs with larger sample sizes, adequate control interventions, and longer follow-ups are needed before firm conclusions can be drawn.			2012				979
Effects of intensive blood pressure lowering on cardiovascular and renal outcomes: a systematic review and meta-analysis		Lv, J., Neal, B., Ehteshami, P., Ninomiya, T., Woodward, M., Rodgers, A., Wang, H., Macmahon, S., Turnbull, F., Hillis, G., Chalmers, J. and Perkovic, V.				plos medicine	plos medicine	BACKGROUND: Guidelines recommend intensive blood pressure (BP) lowering in patients at high risk. While placebo-controlled trials have demonstrated 22% reductions in coronary heart disease (CHD) and stroke associated with a 10-mmHg difference in systolic BP, it is unclear if more intensive BP lowering strategies are associated with greater reductions in risk of CHD and stroke. We did a systematic review to assess the effects of intensive BP lowering on vascular, eye, and renal outcomes. METHODS AND FINDINGS: We systematically searched Medline, Embase, and the Cochrane Library for trials published between 1950 and July 2011. We included trials that randomly assigned individuals to different target BP levels. We identified 15 trials including a total of 37,348 participants. On average there was a 7.5/4.5-mmHg BP difference. Intensive BP lowering achieved relative risk (RR) reductions of 11% for major cardiovascular events (95% CI 1%-21%), 13% for myocardial infarction (0%-25%), 24% for stroke (8%-37%), and 11% for end stage kidney disease (3%-18%). Intensive BP lowering regimens also produced a 10% reduction in the risk of albuminuria (4%-16%), and a trend towards benefit for retinopathy (19%, 0%-34%, p = 0.051) in patients with diabetes. There was no clear effect on cardiovascular or noncardiovascular death. Intensive BP lowering was well tolerated; with serious adverse events uncommon and not significantly increased, except for hypotension (RR 4.16, 95% CI 2.25 to 7.70), which occurred infrequently (0.4% per 100 person-years). CONCLUSIONS: Intensive BP lowering regimens provided greater vascular protection than standard regimens that was proportional to the achieved difference in systolic BP, but did not have any clear impact on the risk of death or serious adverse events. Further trials are required to more clearly define the risks and benefits of BP targets below those currently recommended, given the benefits suggested by the currently available data.			2012				1366
Mortality after fluid bolus in children with shock due to sepsis or severe infection: a systematic review and meta-analysis		Ford, N., Hargreaves, S. and Shanks, L.				plos one	plos one	INTRODUCTION: Sepsis is one of the leading causes of childhood mortality, yet controversy surrounds the current treatment approach. We conducted a systematic review to assess the evidence base for fluid resuscitation in the treatment of children with shock due to sepsis or severe infection. METHODS: We searched 3 databases for randomized trials, quasi-randomized trials, and controlled before-after studies assessing children with septic shock in which at least one group was treated with bolus fluids. The primary outcome was mortality at 48 hours. Assessment of methodological quality followed the GRADE criteria. Relative risks (RRs) and 95% confidence intervals (CI) were calculated and data pooled using fixed-effects method. RESULTS: 13 studies met our inclusion criteria. No bolus has significantly better mortality outcomes at 48 hours for children with general septic shock (RR 0.69; 95%CI 0.54-0.89), and children with malaria (RR 0.64; 95%CI 0.45-0.91) when compared to giving any bolus. This result is largely driven by a single, high quality trial (the FEAST trial). There is no evidence investigating bolus vs no bolus in children with Dengue fever or severe malnutrition. Colloid and crystalloid boluses were found to have similar effects on mortality across all sub-groups (general septic shock, malaria, Dengue fever, and severe malnutrition). CONCLUSIONS: The majority of all randomized evidence to date comes from the FEAST trial, which found that fluid boluses were harmful compared to no bolus. Simple algorithms are needed to support health-care providers in the triage of patients to determine who could potentially be harmed by the provision of bolus fluids, and who will benefit.			2012				1519
A systematic review of comparative efficacy of treatments and controls for depression		Khan, A., Faucett, J., Lichtenberg, P., Kirsch, I. and Brown, W. A.				plos one	plos one	BACKGROUND: Although previous meta-analyses have examined effects of antidepressants, psychotherapy, and alternative therapies for depression, the efficacy of these treatments alone and in combination has not been systematically compared. We hypothesized that the differences between approved depression treatments and controls would be small. METHODS AND FINDINGS: The authors first reviewed data from Food and Drug Administration Summary Basis of Approval reports of 62 pivotal antidepressant trials consisting of data from 13,802 depressed patients. This was followed by a systematic review of data from 115 published trials evaluating efficacy of psychotherapies and alternative therapies for depression. The published depression trials consisted of 10,310 depressed patients. We assessed the percentage symptom reduction experienced by the patients based on treatment assignment. Overall, antidepressants led to greater symptom reduction compared to placebo among both unpublished FDA data and published trials (F = 38.5, df = 239, p<0.001). In the published trials we noted that the magnitude of symptom reduction with active depression treatments compared to controls was significantly larger when raters evaluating treatment effects were un-blinded compared to the trials with blinded raters (F = 2.17, df = 313, p<0.05). In the blinded trials, the combination of antidepressants and psychotherapy provided a slight advantage over antidepressants (p = 0.027) and psychotherapy (p = 0.022) alone. The magnitude of symptom reduction was greater with psychotherapies compared to placebo (p = 0.019), treatment-as-usual (p = 0.012) and waiting-list (p<0.001). Differences were not seen with psychotherapy compared to antidepressants, alternative therapies or active intervention controls. CONCLUSIONS: In conclusion, the combination of psychotherapy and antidepressants for depression may provide a slight advantage whereas antidepressants alone and psychotherapy alone are not significantly different from alternative therapies or active intervention controls. These data suggest that type of treatment offered is less important than getting depressed patients involved in an active therapeutic program. Future research should consider whether certain patient profiles might justify a specific treatment modality.			2012				1379
Modifying patterns of movement in people with low back pain -does it help? A systematic review		Laird, R. A., Kent, P. and Keating, J. L.				bmc musculoskeletal disorders	bmc musculoskeletal disorders	BACKGROUND: Physiotherapy for people with low back pain frequently includes assessment and modification of lumbo-pelvic movement. Interventions commonly aim to restore normal movement and thereby reduce pain and improve activity limitation. The objective of this systematic review was to investigate: (i) the effect of movement-based interventions on movement patterns (muscle activation, lumbo-pelvic kinematics or postural patterns) of people with low back pain (LBP), and (ii) the relationship between changes in movement patterns and subsequent changes in pain and activity limitation. METHODS: MEDLINE, Cochrane Central, EMBASE, AMI, CINAHL, Scopus, AMED, ISI Web of Science were searched from inception until January 2012. Randomised controlled trials or controlled clinical trials of people with LBP were eligible for inclusion. The intervention must have been designed to influence (i) muscle activity patterns, (ii) lumbo-pelvic kinematic patterns or (iii) postural patterns, and included measurement of such deficits before and after treatment, to allow determination of the success of the intervention on the lumbo-pelvic movement. Twelve trials (25% of retrieved studies) met the inclusion criteria. Two reviewers independently identified, assessed and extracted data. The PEDro scale was used to assess method quality. Intervention effects were described using standardised differences between group means and 95% confidence intervals. RESULTS: The included trials showed inconsistent, mostly small to moderate intervention effects on targeted movement patterns. There was considerable heterogeneity in trial design, intervention type and outcome measures. A relationship between changes to movement patterns and improvements in pain or activity limitation was observed in one of six studies on muscle activation patterns, one of four studies that examined the flexion relaxation response pattern and in two of three studies that assessed lumbo-pelvic kinematics or postural characteristics. CONCLUSIONS: Movement-based interventions were infrequently effective for changing observable movement patterns. A relationship between changes in movement patterns and improvement in pain or activity limitation was also infrequently observed. No independent studies confirm any observed relationships. Challenges for future research include defining best methods for measuring (i) movement aberrations, (ii) improvements in movements, and (iii) the relationship between changes in how people move and associated changes in other health indicators such as activity limitation.			2012				1409
Bleeding risk during treatment of acute thrombotic events with subcutaneous LMWH compared to intravenous unfractionated heparin; a systematic review		Costantino, G., Ceriani, E., Rusconi, A. M., Podda, G. M., Montano, N., Duca, P., Cattaneo, M. and Casazza, G.				plos one	plos one	BACKGROUND: Low Molecular Weight Heparins (LMWH) are at least as effective antithrombotic drugs as Unfractionated Heparin (UFH). However, it is still unclear whether the safety profiles of LMWH and UFH differ. We performed a systematic review to compare the bleeding risk of fixed dose subcutaneous LMWH and adjusted dose UFH for treatment of venous thromboembolism (VTE) or acute coronary syndromes (ACS). Major bleeding was the primary end point. METHODS: Electronic databases (MEDLINE, EMBASE, and the Cochrane Library) were searched up to May 2010 with no language restrictions. Randomized controlled trials in which subcutaneous LMWH were compared to intravenous UFH for the treatment of acute thrombotic events were selected. Two reviewers independently screened studies and extracted data on study design, study quality, incidence of major bleeding, patients' characteristics, type, dose and number of daily administrations of LMWH, co-treatments, study end points and efficacy outcome. Pooled odds ratios (OR) and 95% confidence intervals (CI) were calculated using the random effects model. RESULTS: Twenty-seven studies were included. A total of 14,002 patients received UFH and 14,635 patients LMWH. Overall, no difference in major bleeding was observed between LMWH patients and UFH (OR = 0.79, 95% CI 0.60-1.04). In patients with VTE LMWH appeared safer than UFH, (OR = 0.68, 95% CI 0.47-1.00). CONCLUSION: The results of our systematic review suggest that the use of LMWH in the treatment of VTE might be associated with a reduction in major bleeding compared with UFH. The choice of which heparin to use to minimize bleeding risk must be based on the single patient, taking into account the bleeding profile of different heparins in different settings.			2012				1430
Beta-blocker use and COPD mortality: a systematic review and meta-analysis		Etminan, M., Jafari, S., Carleton, B. and FitzGerald, J. M.				bmc pulmonary medicine	bmc pulmonary medicine	BACKGROUND: Despite the benefits of beta-blockers in patients with established or sub-clinical coronary artery disease, their use in patients with chronic obstructive pulmonary disease (COPD) has been controversial. Currently, no systematic review has examined the impact of beta-blockers on mortality in COPD. METHODS: We systematically searched electronic bibliographic databases including MEDLINE, EMBASE and Cochrane Library for clinical studies that examine the association between beta-blocker use and all cause mortality in patients with COPD. Risk ratios across studies were pooled using random effects models to estimate a pooled relative risk across studies. Publication bias was assessed using a funnel plot. RESULTS: Our search identified nine retrospective cohort studies that met the study inclusion criteria. The pooled relative risk of COPD related mortality secondary to beta-blocker use was 0.69 (95% CI: 0.62-0.78; I2=82%). CONCLUSION: The results of this review are consistent with a protective effect of beta-blockers with respect to all cause mortality. Due to the observational nature of the included studies, the possibility of confounding that may have affected these results cannot be excluded. The hypothesis that beta blocker therapy might be of benefit in COPD needs to be evaluated in randomised controlled trials.			2012				986
Impact of community-based support services on antiretroviral treatment programme delivery and outcomes in resource-limited countries: a synthetic review		Wouters, E., Van Damme, W., van Rensburg, D., Masquillier, C. and Meulemans, H.				bmc health services research	bmc health services research	BACKGROUND: Task-shifting to lay community health providers is increasingly suggested as a potential strategy to overcome the barriers to sustainable antiretroviral treatment (ART) scale-up in high-HIV-prevalence, resource-limited settings. The dearth of systematic scientific evidence on the contributory role and function of these forms of community mobilisation has rendered a formal evaluation of the published results of existing community support programmes a research priority. METHODS: We reviewed the relevant published work for the period from November 2003 to December 2011 in accordance with the guidelines for a synthetic review. ISI Web of Knowledge, Science Direct, BioMed Central, OVID Medline, PubMed, Social Services Abstracts, and Sociological Abstracts and a number of relevant websites were searched. RESULTS: The reviewed literature reported an unambiguous positive impact of community support on a wide range of aspects, including access, coverage, adherence, virological and immunological outcomes, patient retention and survival. Looking at the mechanisms through which community support can impact ART programmes, the review indicates that community support initiatives are a promising strategy to address five often cited challenges to ART scale-up, namely (1) the lack of integration of ART services into the general health system; (2) the growing need for comprehensive care, (3) patient empowerment, (4) and defaulter tracing; and (5) the crippling shortage in human resources for health. The literature indicates that by linking HIV/AIDS-care to other primary health care programmes, by providing psychosocial care in addition to the technical-medical care from nurses and doctors, by empowering patients towards self-management and by tracing defaulters, well-organised community support initiatives are a vital part of any sustainable public-sector ART programme. CONCLUSIONS: The review demonstrates that community support initiatives are a potentially effective strategy to address the growing shortage of health workers, and to broaden care to accommodate the needs associated with chronic HIV/AIDS. The existing evidence suggests that community support programmes, although not necessarily cheap or easy, remain a good investment to improve coverage of communities with much needed health services, such as ART. For this reason, health policy makers, managers, and providers must acknowledge and strengthen the role of community support in the fight against HIV/AIDS.			2012				2418
Synbiotics, probiotics or prebiotics in infant formula for full term infants: a systematic review		Mugambi, M. N., Musekiwa, A., Lombard, M., Young, T. and Blaauw, R.				nutrition journal	nutrition journal	BACKGROUND: Synbiotics, probiotics or prebiotics are being added to infant formula to promote growth and development in infants. Previous reviews (2007 to 2011) on term infants given probiotics or prebiotics focused on prevention of allergic disease and food hypersensitivity. This review focused on growth and clinical outcomes in term infants fed only infant formula containing synbiotics, probiotics or prebiotics. METHODS: Cochrane methodology was followed using randomized controlled trials (RCTs) which compared term infant formula containing probiotics, prebiotics or synbiotics to conventional infant formula with / without placebo among healthy full term infants. The mean difference (MD) and corresponding 95% confidence intervals (CI) were reported for continuous outcomes, risk ratio (RR) and corresponding 95% CI for dichotomous outcomes. Where appropriate, meta-analysis was performed; heterogeneity was explored using subgroup and sensitivity analyses. If studies were too diverse a narrative synthesis was provided. RESULTS: Three synbiotic studies (N = 475), 10 probiotics studies (N = 933) and 12 prebiotics studies (N = 1563) were included. Synbiotics failed to significantly increase growth in boys and girls. Use of synbiotics increased stool frequency, had no impact on stool consistency, colic, spitting up / regurgitation, crying, restlessness or vomiting. Probiotics in formula also failed to have any significant effect on growth, stool frequency or consistency. Probiotics did not lower the incidence of diarrhoea, colic, spitting up / regurgitation, crying, restlessness or vomiting. Prebiotics in formula did increase weight gain but had no impact on length or head circumference gain. Prebiotics increased stool frequency but had no impact on stool consistency, the incidence of colic, spitting up / regurgitation, crying, restlessness or vomiting. There was no impact of prebiotics on the volume of formula tolerated, infections and gastrointestinal microflora. The quality of evidence was compromised by imprecision, inconsistency of results, use of different study preparations and publication bias. AUTHORS' CONCLUSIONS: There is not enough evidence to state that supplementation of term infant formula with synbiotics, probiotics or prebiotics does result in improved growth or clinical outcomes in term infants. There is no data available to establish if synbiotics are superior to probiotics or prebiotics.			2012				1824
