Title	First Author First Name	First Author Surname	Corresponding Author First Name	Corresponding Author Surname	Corresponding Author Order	Publication Name	Alternate Name	Abstract	Url	Author Address	Year	DOI	Reference Type	PDF Relative Path	Keywords
Implementation of integrated care for patients with cancer: a systematic review of interventions and effects		Ouwens, M., Hulscher, M., Hermens, R., Faber, M., Marres, H., Wollersheim, H. and Grol, R.				international journal for quality in health care : journal of the international society for quality in health care / isqua	international journal for quality in health care : journal of the international society for quality in health care / isqua	PURPOSE: To review integrated care interventions and their effects on the quality of care for patients with cancer. DATA SOURCES: Search in Medline and Cochrane Library databases from January 1996 to October 2006. STUDY SELECTION: Randomized controlled trials and controlled before-after studies in which the intervention focused on at least one of the three principles of integrated care: patient-centredness, organization of care and multidisciplinary care. DATA EXTRACTION AND RESULTS: Of the 1397 references, 33 studies were included and analysed. No study focused on all three principles of integrated care: 16 studies focused on patient-centredness (48%), 14 on the organization of care (42%), 1 on multidisciplinary care and 2 on both patient-centredness and organization of care. There was a large variation in interventions reported and in outcomes used for evaluation. Effective interventions to improve patient-centredness are the 'provision of an audiotape of the consultation to the patient', 'provision of information to patients' and 'use of a decision aid'. Effective interventions to improve the organization of care can be 'follow-up' and 'case management', especially by nurses and 'one-stop clinics'. CONCLUSION: To improve integrated care for patients with cancer, a multicomponent intervention programme is required focusing on patients, professionals and the organization of care. The promising interventions found in this review should be part of this programme. This programme should be evaluated using rigorous methods and unequivocal outcome measures linked to the intervention.			2009				622
A systematic review of compression hosiery for uncomplicated varicose veins		Palfreyman, S. J. and Michaels, J. A.				phlebology / venous forum of the royal society of medicine	phlebology / venous forum of the royal society of medicine	OBJECTIVE: Compression hosiery is widely used in the prevention and management of symptoms related to varicose veins. However, there are still gaps and questions in relation to its benefit. This review seeks to examine the current evidence regarding the effectiveness of compression hosiery in the treatment of varicose veins. METHOD: Prospective, randomized controlled trials (RCTs) evaluating compression hosiery in the treatment of varicose veins were sought. Where RCTs were unavailable other evidence was included. Studies were included if they evaluated the application of compression to patients with a diagnosis of varicose veins. Twelve electronic bibliographic databases and 18 internet-based research resources were searched. Inclusion or exclusion of trials was decided by two reviewers acting independently. RESULTS: The search strategy identified 25 studies. Eleven were RCTs or systematic reviews, 12 non-randomized studies and two guidelines. No consensus was found regarding the class of compression needed for the effective management of varicose veins. Wearing compression improved symptom management, but could be confounded by the exclusion of high number of non-compliant patients within the trials. Wearing compression to slow the progression, or prevent the reoccurrence of varicose veins could not be supported by the current published evidence. CONCLUSION: The evidence for the benefit of compression hosiery for varicose veins was equivocal. The published literature was often contradictory and had methodological flaws.			2009				625
Interventions for obstructive sleep apnea in children: a systematic review		Kuhle, S., Urschitz, M. S., Eitner, S. and Poets, C. F.				sleep medicine reviews	sleep medicine reviews	BACKGROUND: Obstructive sleep apnea (OSA) is characterized by habitual snoring, heavy breathing, sleep-related hypoxia and arousals from sleep, and is found in approximately 3% of children. OBJECTIVE: To review the efficacy of medical, behavioral, mechanical and surgical interventions in improving OSA in children. METHODS: Bibliographic databases, relevant conference proceedings and trial registers were searched. Randomized controlled trials assessing interventions in children with objectively diagnosed OSA (as per polysomnography; apnea/hypopnea index (AHI) or respiratory disturbance index (RDI) > or = 1/h) were considered. RESULTS: The search identified 1690 potentially relevant studies. The five trials that met the inclusion criteria investigated seven different interventions (intranasal steroids, adenotonsillectomy, maxillary distraction, temperature-controlled radiofrequency ablation, oral appliances, continuous and bilevel positive airway pressure therapy). Intranasal steroids had a significant advantage over placebo in decreasing the AHI (one study). Temperature-controlled radiofrequency ablation and adenotonsillectomy were equally effective in reducing the RDI (one study). Continuous and bilevel positive airway pressure therapy was equally effective in reducing the AHI (one study). There was insufficient evidence to support the use of oral appliances. CONCLUSIONS: Despite a broad array of treatment options for OSA, there is limited evidence to support their use. More research is needed before general recommendations can be made.			2009				425
Exceptionally high initial seizure threshold in a catatonic patient treated with electroconvulsive therapy		van Waarde, J. A., Muller, M. E., Verwey, B. and van der Mast, R. C.				the journal of ect	the journal of ect	OBJECTIVES: Seizure threshold in electroconvulsive therapy (ECT) is generally defined as the smallest electrical stimulus dose that produces a generalized seizure of at least 25 to 30 seconds on electroencephalography. Seizure thresholds vary considerably among patients, and some patients have an exceptionally high initial seizure threshold. We describe a patient with catatonia who showed an initial seizure threshold exceeding 500 milliCoulombs. The literature was searched for other reports on this phenomenon. METHODS: A systematic review was conducted using MedLine from 1966 to January 2008 and PsychINFO (2007), cross-referencing ECT and (excessively high) seizure threshold, as well as standard works on ECT. The literature was scrutinized for reports on high initial seizure threshold and associated demographic and clinical characteristics. RESULTS: Besides our patient, 6 articles were found reporting on 9 severely depressed, mostly elderly patients (aged 45-85 years; 5 males, 2 females; 2 persons with unknown sex) with excessive initial seizure thresholds ranging from 335 to 896 milliCoulombs (mC), and most with cardiovascular compromise. Strategies to lower seizure thresholds in ECT included manipulation of stimulus parameters, adjustment of anesthetics, and augmentation with proconvulsant agents. CONCLUSIONS: Because reports on exceptionally high initial seizure thresholds in ECT are rare, no definite conclusions can be drawn regarding its possible risk factors and management. However, since high initial seizure thresholds can complicate ECT, it is clinically important to further investigate this phenomenon.			2009				848
Lumbar interlaminar epidural injections in managing chronic low back and lower extremity pain: a systematic review		Parr, A. T., Diwan, S. and Abdi, S.				pain physician	pain physician	BACKGROUND: Low back pain with or without lower extremity pain is the most common problem among chronic pain disorders with significant economic, societal, and health impact. Epidural injections are one of the most commonly performed interventions in the United States in managing chronic low back pain. However the evidence is highly variable among different techniques utilized - namely interlaminar, caudal, transforaminal - and for various conditions, namely - intervertebral disc herniation, spinal stenosis, and discogenic pain without disc herniation or radiculitis. STUDY DESIGN: A systematic review of lumbar interlaminar epidural injections with or without steroids. OBJECTIVE: To evaluate the effect of lumbar interlaminar epidural injections with or without steroids in managing various types of chronic low back and lower extremity pain emanating as a result of disc herniation or radiculitis, spinal stenosis, and chronic discogenic pain. METHODS: Review of the literature and methodologic quality assessment were performed according to the Cochrane Musculoskeletal Review Group Criteria as utilized for interventional techniques for randomized trials and the Agency for Healthcare Research and Quality (AHRQ) criteria for observational studies. The level of evidence was classified as Level I, II, or III based on the quality of evidence developed by the U.S. Preventive Services Task Force (USPSTF) for therapeutic interventions. Data sources included relevant literature of the English language identified through searches of PubMed and EMBASE from 1966 to November 2008, and manual searches of bibliographies of known primary and review articles. Results of analysis were performed for multiple conditions separately. OUTCOME MEASURES: The primary outcome measure was pain relief (short-term relief = up to 6 months and long-term > 6 months). Secondary outcome measures were improvement in functional status, psychological status, return to work, and reduction in opioid intake. RESULTS: The available literature included only blind epidural injections without fluoroscopy. The indicated evidence is positive (Level II-2) for short-term relief of pain of disc herniation or radiculitis utilizing blind interlaminar epidural steroid injections with lacking of evidence with Level III for long-term relief for disc herniation and radiculitis. The evidence is lacking with Level III for short and long-term relief for spinal stenosis and discogenic pain without radiculitis or disc herniation utilizing blind epidural injections. LIMITATIONS: The limitations of this study include paucity of literature, lack of quality evidence, lack of fluoroscopic procedures, and lack of applicable evidence in contemporary interventional pain management practices. CONCLUSION: The evidence based on this systematic review is limited for blind interlaminar epidurals in managing all types of pain except for short-term relief of pain secondary to disc herniation and radiculitis. This evidence does not represent contemporary interventional pain management practices and also the evidence may not be extrapolated to fluoroscopically directed lumbar interlaminar epidural injections.			2009				632
Systematic review: secondary prevention with band ligation, pharmacotherapy or combination therapy after bleeding from oesophageal varices		Cheung, J., Zeman, M., van Zanten, S. V. and Tandon, P.				alimentary pharmacology & therapeutics	alimentary pharmacology & therapeutics	BACKGROUND: Variable methods are available for secondary prevention after oesophageal variceal bleeding (EVB). AIM: To compare band ligation (BL), pharmacotherapy (PT) and BL+PT for EVB secondary prevention. METHODS: A systematic search of databases, references and meeting abstracts was conducted for randomized trials of BL, PT or BL+PT. The outcomes were mortality, rebleeding and adverse events. A random-effects model was used for meta-analyses. RESULTS: Twelve trials were included (6 BL vs. PT, 4 BL+PT vs. BL, 2 BL+PT vs. PT). All trials used beta-blockers +/- isosorbide mononitrate (ISMN) as PT. Mortality was not significantly different among trials. Rebleeding was not significantly different for BL vs. PT (RR 1.00, 95% CI 0.73-1.37). BL reduced rebleeding compared with PT for trials with mean beta-blocker dose <80 mg/day (RR 0.67, 95% CI 0.49-0.91). There were nonsignificant differences in rebleeding for BL+PT vs. BL (RR 0.57, 95% CI 0.31-1.08) and BL+PT vs. PT (RR 0.76, 95% CI 0.56-1.03). There was no difference in adverse events between BL vs. PT, but was higher with BL+PT vs. BL. CONCLUSION: Band ligation and PT alone are comparable for secondary prevention of rebleeding after EVB. Further trials with adequate PT dosing are required to determine the efficacy of combination BL+PT therapy.			2009				134
A systematic review of integrated use of disease-management interventions in asthma and COPD		Lemmens, K. M., Nieboer, A. P. and Huijsman, R.				respiratory medicine	respiratory medicine	BACKGROUND: The effectiveness of multiple interventions in asthma and chronic obstructive pulmonary disease (COPD) is unclear. OBJECTIVE: To examine the effectiveness of multiple interventions as compared to single interventions or usual care on health outcomes and health care utilisation within the context of integrated disease management in asthma and COPD. METHODS: MEDLINE and the Cochrane Library (1995-May 2008) were searched for controlled trials. Two reviewers independently extracted data and assessed study quality. Meta-analyses were performed on quality of life and health care utilisation data. Furthermore, the effects of multiple interventions versus single interventions and usual care were assessed qualitatively. RESULTS: Of the 36 studies included, 17 targeted double interventions (patient-related and organisational interventions); 19 studies performed triple interventions (patient-related, professional-directed and organisational interventions). They were heterogeneous in terms of (combinations of) interventions, outcomes measured, study design and setting. Pooled data showed that studied disease management programmes significantly improved quality of life on several domains. Patients within triple intervention programmes had less chance of at least one hospital admission compared with usual care. No significant effects were found in number of emergency department visits. Qualitative analyses revealed positive trends on process improvements and satisfaction. Inconclusive results were reported on symptoms; no effects were found in lung function. CONCLUSION: In spite of the heterogeneity of disease management studies in asthma and COPD care, this review showed promising improvements in quality of life and reductions in hospitalisations, especially for triple intervention programmes.			2009				454
Systematic review of the effects of exercise therapy on the upper extremity of patients with spinal-cord injury		Kloosterman, M. G. M., Snoek, G. J., Jannink, M. J. A. and Center for Human Movement Sciences, University Medical Center Groningen University of Groningen Groningen The Netherlands				spinal cord	spinal cord	Objective:To assess the effects of exercise therapy (ET) on motor control and functional ability of the upper extremity in patients with cervical spinal cord injury (SCI).Methods:An extensive systematic literature search in five databases was performed to identify clinical and (randomized) controlled trials, evaluating the effects of ET on motor control and functional ability in patients with SCI. The methodological quality of the selected studies was systematically assessed by three reviewers.Results:Eight studies were included. Seven had good-to-fair methodological quality, six reported positive effects of ET on motor control (for example, muscle strength or muscle grade) and four also reported positive effects on functional ability. Five of these studies focused on patients with long-lasting SCI. A great variety of therapeutic approaches were applied, even within ET there was a wide range of training characteristics.Conclusion:Although ET is a cornerstone in the treatment of the upper extremity in patients with SCI, only a small number of studies were included in the present review. Most of the included studies reported a positive effect of ET on upper extremity motor control and functional ability in SCI patients. As ET is effective in patients with SCI in the chronic stage, this might have implications for the follow up and further treatment of these patients. Future studies should be more specific in describing the characteristics of ET to verify that the ET is in accordance with the current standards for training and motor relearning.Spinal Cord (2009) 47, 196-203; doi:10.1038/sc.2008.113; published online 30 September 2008.			2009				408
Fulvestrant for systemic therapy of locally advanced or metastatic breast cancer in postmenopausal women: a systematic review		Flemming, J., Madarnas, Y. and Franek, J. A.				breast cancer research and treatment	breast cancer research and treatment	A systematic review was undertaken to examine all available evidence to develop and support clinical recommendations regarding the use of fulvestrant (Faslodex((R))) as systemic therapy of locally advanced or metastatic breast cancer in postmenopausal women. MEDLINE, EMBASE, American Society of Clinical Oncology Annual Meeting proceedings, San Antonio Breast Cancer Symposia proceedings, and the Cochrane Library were searched through to April of 2008 for reports of randomized controlled trials that met established inclusion criteria. Four relevant Phase III trials were available for inclusion based on established criteria. Three of four Phase III superiority trials found no significant difference between fulvestrant and control, either anastrozole or exemestane, across efficacy and safety endpoints following prior endocrine therapy failure, with two trials further confirming non-inferiority of fulvestrant to anastrozole retrospectively. Fulvestrant can therefore be considered as alternative therapy to anastrozole or exemestane in postmenopausal women with locally advanced or metastatic breast cancer that has recurred on prior adjuvant endocrine therapy or progressed on prior endocrine therapy for advanced disease. There are, however, important methodological concerns across reviewed trials that should be taken under consideration as they may limit the strength of such a conclusion.			2009				238
Systematic review of endoscopic treatments for gastro-oesophageal reflux disease		Chen, D., Barber, C., McLoughlin, P., Thavaneswaran, P., Jamieson, G. G. and Maddern, G. J.				the british journal of surgery	the british journal of surgery	BACKGROUND: The aim of this review was to assess the safety and efficacy of endoscopic procedures for gastro-oesophageal reflux disease. METHODS: Literature databases including Medline, Embase and PubMed were searched up to May 2006 without language restriction. Randomized controlled trials and non-randomized comparative studies with at least ten patients in each study arm, and case series studies of at least ten patients, were included. RESULTS: A total of 33 studies examining seven endoscopic procedures (Stretta procedure, Bard EndoCinch, Wilson-Cook Endoscopic Suturing Device, NDO Plicator, Enteryx, Gatekeeper Reflux Repair System and Plexiglas) were included in the review. Of the three procedures that were tested against sham controls (Stretta procedure, Bard EndoCinch and Enteryx), patient outcomes in the treatment group were either as good as, or significantly better than, those of control patients in terms of heartburn symptoms, quality of life and medication usage. However, for the two procedures that were tested against laparoscopic fundoplication (Stretta) procedure and Bard EndoCinch), outcomes for patients in the endoscopic group were either as good as, or inferior to, those for the laparoscopic group. CONCLUSION: At present there is insufficient evidence to determine the safety and efficacy of endoscopic procedures for gastro-oesophageal reflux disease, particularly in the long term.			2009				130
